post_id,platform,post_date,post_time,content_type,post_length,likes,comments,shares,saves,views,reach,impressions,profile_visits,followers,engagement_rate,audience_location,audience_age_group
P0452,Twitter,4/28/2023,2:52,Story,236,4970,986,95,214,2096,27207,29819,22,112,20.29,Real Madrid,25-34
P0453,TikTok,9/19/2023,3:36,Story,125,1790,331,127,94,49032,30920,33407,89,102,6.73,Pokhara,18-24
P0454,Instagram,2/11/2023,10:26,Reel,82,3964,790,87,192,55053,39423,42239,251,74,11.46,Real Madrid,25-34
P0455,YouTube,1/23/2023,10:47,Text,249,2712,301,259,151,9908,25401,27123,202,111,12.06,Pokhara,18-24
P0456,Twitter,3/5/2023,8:32,Story,154,1061,131,18,10,10576,48170,48857,67,111,2.48,Kathmandu,45-54
P0457,Instagram,1/12/2023,0:24,Reel,95,596,83,7,35,44283,5125,5198,194,102,13.2,Barcelona,25-34
P0458,Twitter,5/11/2023,14:56,Video,126,1068,32,6,51,16366,8909,9283,52,124,11.91,Real Madrid,35-44
P0459,YouTube,6/22/2023,4:19,Story,261,971,177,13,54,42404,38716,40936,330,139,2.84,Rasuwa,35-44
P0460,TikTok,2/13/2023,1:24,Video,275,807,42,58,40,6357,16442,16984,345,82,5.34,Pokhara,35-44
P0461,Instagram,1/27/2023,22:49,Video,230,3486,107,99,179,6566,43794,46981,76,33,7.86,Barcelona,35-44
P0462,Instagram,7/9/2023,7:48,Story,273,168,33,5,11,28496,9056,9604,86,60,2.14,Kathmandu,18-24
P0463,Twitter,3/11/2023,3:40,Image,201,2731,107,206,86,41425,45368,48256,56,31,6.31,Real Madrid,45-54
P0464,YouTube,4/26/2023,17:27,Video,269,989,49,29,53,23358,30581,33118,175,13,3.22,Kathmandu,25-34
P0465,TikTok,3/26/2023,4:29,Text,128,6524,1211,590,235,34218,40501,43474,297,146,19.15,Real Madrid,45-54
P0466,TikTok,4/1/2023,11:47,Text,68,1125,68,73,25,10411,23270,25617,263,148,4.94,Pokhara,25-34
P0467,TikTok,4/5/2023,14:40,Text,203,4465,59,331,236,15870,38773,40226,248,94,12.07,Pokhara,45-54
P0468,TikTok,5/5/2023,7:48,Text,107,3388,469,149,63,18816,24728,25980,193,112,15.42,Pokhara,18-24
P0469,Twitter,1/28/2023,22:39,Text,77,3637,384,307,176,44876,37666,41292,104,11,10.48,Barcelona,45-54
P0470,TikTok,4/21/2023,19:21,Video,89,112,13,5,7,34413,23667,25728,317,82,0.51,Barcelona,18-24
P0471,TikTok,3/20/2023,17:57,Text,126,496,32,13,12,28943,3383,3542,138,107,15.27,Kathmandu,45-54
P0472,Instagram,1/12/2023,11:22,Text,170,376,34,15,19,23001,11661,12105,243,70,3.51,Real Madrid,18-24
P0473,Twitter,6/9/2023,18:01,Image,232,1855,268,159,109,53241,40654,43939,154,130,5.19,Barcelona,35-44
P0474,TikTok,7/7/2023,2:17,Reel,62,107,15,8,3,43784,6632,6934,71,48,1.87,Rasuwa,25-34
P0475,TikTok,9/12/2023,19:41,Image,126,546,90,7,31,26169,16384,16781,155,68,3.83,Rasuwa,45-54
P0476,Instagram,5/18/2023,14:43,Text,80,2873,331,105,82,56788,18499,19577,115,19,16.9,Pokhara,45-54
P0477,TikTok,1/24/2023,3:00,Video,109,100,20,5,3,18636,26390,29041,72,12,0.43,Pokhara,18-24
P0478,Twitter,2/12/2023,9:48,Story,221,3770,136,53,21,44722,41076,41654,322,115,9.5,Real Madrid,45-54
P0479,Twitter,2/1/2023,22:17,Image,100,71,11,7,4,43706,17761,19276,125,59,0.46,Barcelona,45-54
P0480,TikTok,10/12/2023,10:04,Image,186,2812,137,70,176,21236,14763,14793,163,15,20.41,Real Madrid,18-24
P0481,TikTok,11/12/2023,10:30,Text,213,1519,143,80,50,23758,38054,39352,126,96,4.43,Pokhara,35-44
P0482,Twitter,4/18/2023,14:08,Video,92,358,27,6,22,27903,34866,37436,225,34,1.04,Kathmandu,18-24
P0483,YouTube,5/18/2023,16:47,Video,253,180,29,9,11,15235,6595,7326,330,123,2.98,Rasuwa,25-34
P0484,TikTok,8/20/2023,2:37,Video,262,5218,340,36,191,5423,30500,31719,297,16,17.64,Real Madrid,18-24
P0485,TikTok,5/25/2023,9:51,Story,116,907,105,68,44,14387,19640,21347,93,101,5.06,Pokhara,18-24
P0486,TikTok,4/8/2023,23:48,Reel,130,4939,14,275,259,30573,31468,32843,153,47,15.92,Barcelona,45-54
P0487,Instagram,2/9/2023,18:14,Video,68,5646,775,414,208,17370,29039,31705,62,100,21.56,Barcelona,25-34
P0488,YouTube,3/4/2023,10:34,Image,258,135,24,11,5,41451,5527,5844,46,78,2.91,Real Madrid,35-44
P0489,YouTube,10/21/2023,19:41,Video,154,743,39,5,21,28715,6134,6432,257,15,12.24,Real Madrid,18-24
P0490,Instagram,10/1/2023,6:44,Story,76,213,16,9,7,45302,36592,38548,322,10,0.62,Kathmandu,35-44
P0491,TikTok,10/7/2023,9:21,Text,136,5152,971,151,268,44939,28160,29243,344,59,21.45,Real Madrid,18-24
P0492,TikTok,11/24/2023,5:37,Text,62,5261,97,420,267,14185,41237,43926,124,69,13.15,Pokhara,25-34
P0493,Twitter,4/29/2023,19:31,Image,201,6836,486,576,290,16446,36000,36300,230,139,21.76,Rasuwa,35-44
P0494,Instagram,4/18/2023,11:57,Text,220,2520,486,116,123,52080,12718,13254,238,126,23.56,Kathmandu,35-44
P0495,Twitter,10/2/2023,23:05,Image,240,9153,885,577,513,14834,43142,46810,164,132,22.68,Barcelona,18-24
P0496,YouTube,2/14/2023,14:56,Image,222,4576,136,165,283,47757,36514,37208,27,123,13.11,Barcelona,45-54
P0497,Instagram,8/26/2023,7:44,Story,267,6418,387,360,125,58901,36667,39921,47,105,17.95,Rasuwa,45-54
P0498,Twitter,5/6/2023,2:00,Text,106,1245,201,24,60,6613,10992,12003,289,136,12.25,Real Madrid,35-44
P0499,TikTok,6/14/2023,4:13,Reel,200,790,147,55,45,38322,19636,20290,67,122,4.89,Barcelona,35-44
P0500,TikTok,12/9/2023,15:27,Image,92,2965,474,227,44,43934,46555,49713,269,142,7.37,Real Madrid,35-44
P0501,Instagram,8/8/2023,0:56,Video,135,2993,567,147,150,30677,19768,21665,183,45,17.11,Rasuwa,35-44
P0502,TikTok,1/7/2023,17:10,Reel,122,1193,114,27,49,5485,6446,7096,240,128,18.8,Barcelona,18-24
P0503,Instagram,3/3/2023,15:52,Reel,241,2735,133,56,2,35080,25267,28020,76,94,10.44,Kathmandu,18-24
P0504,Twitter,5/9/2023,15:30,Story,134,5263,912,243,182,3358,34232,37610,293,100,17.06,Kathmandu,35-44
P0505,Twitter,8/9/2023,12:27,Text,75,2611,15,122,46,53188,15767,17009,34,113,16.16,Rasuwa,35-44
P0506,YouTube,8/24/2023,1:38,Image,218,6488,644,520,366,33448,44427,48670,212,29,15.72,Rasuwa,35-44
P0507,YouTube,12/28/2023,21:27,Image,178,444,24,44,12,4786,32384,32521,147,78,1.57,Rasuwa,35-44
P0508,Instagram,3/27/2023,13:12,Video,240,8398,1189,90,122,17746,42792,43283,201,63,22.36,Kathmandu,25-34
P0509,Twitter,12/29/2023,17:42,Story,146,376,45,16,25,36506,3200,3234,45,117,13.51,Barcelona,45-54
P0510,YouTube,5/2/2023,14:33,Video,251,332,28,16,12,25898,13892,15189,29,36,2.48,Kathmandu,35-44
P0511,YouTube,3/10/2023,6:12,Story,230,4661,810,100,250,51128,35035,37883,105,114,14.71,Rasuwa,25-34
P0512,YouTube,6/23/2023,7:23,Text,262,425,33,16,7,43682,14042,14298,15,141,3.32,Barcelona,25-34
P0513,TikTok,8/14/2023,1:22,Video,273,1630,313,31,4,37457,15227,16053,91,49,12.3,Pokhara,35-44
P0514,TikTok,8/13/2023,5:00,Reel,167,2453,235,10,106,19938,24972,25839,269,58,10.44,Pokhara,45-54
P0515,Twitter,4/8/2023,0:27,Text,100,4145,519,345,66,36327,31187,34138,219,127,14.67,Pokhara,35-44
P0516,TikTok,8/6/2023,8:45,Image,240,1376,239,104,28,54260,21900,23107,13,9,7.44,Pokhara,35-44
P0517,YouTube,7/24/2023,4:27,Text,175,4935,456,310,329,56628,28960,31333,177,130,18.19,Pokhara,18-24
P0518,Twitter,6/18/2023,12:12,Reel,273,4380,859,122,285,29795,31479,32702,117,74,16.39,Barcelona,25-34
P0519,Twitter,3/27/2023,4:11,Story,225,246,41,5,14,21577,1262,1372,178,99,21.28,Kathmandu,45-54
P0520,Twitter,4/4/2023,14:38,Image,129,5110,1022,227,114,40550,29642,30791,272,6,20.65,Kathmandu,35-44
P0521,TikTok,7/1/2023,1:11,Story,152,2720,154,18,40,45549,44417,46748,345,19,6.19,Real Madrid,35-44
P0522,Instagram,12/6/2023,21:50,Text,243,1005,28,95,9,59060,22734,24389,109,62,4.63,Kathmandu,45-54
P0523,Twitter,1/23/2023,3:36,Reel,74,417,10,14,2,49538,7334,8064,179,113,5.47,Real Madrid,45-54
P0524,TikTok,8/25/2023,21:49,Text,100,1204,237,46,22,34032,21352,22205,43,9,6.7,Kathmandu,18-24
P0525,Instagram,4/24/2023,11:08,Video,82,2160,370,89,27,13511,15463,16909,35,127,15.49,Kathmandu,35-44
P0526,TikTok,12/9/2023,10:01,Text,204,740,81,64,25,40793,7395,8087,274,9,10.94,Kathmandu,18-24
P0527,Twitter,1/7/2023,14:50,Reel,175,2785,186,271,36,51062,40999,44350,140,28,7.31,Kathmandu,45-54
P0528,Twitter,7/29/2023,9:18,Reel,191,3885,633,137,33,14208,21419,21548,296,5,21.6,Kathmandu,18-24
P0529,Twitter,7/5/2023,6:06,Video,227,6693,1230,305,75,30049,36605,39318,246,28,20.93,Pokhara,45-54
P0530,Twitter,4/15/2023,18:44,Video,53,540,38,45,0,43256,11576,12049,181,150,5.17,Pokhara,45-54
P0531,Instagram,11/10/2023,20:25,Image,219,2594,461,11,73,56406,14309,15757,251,113,19.46,Pokhara,35-44
P0532,Instagram,2/1/2023,6:53,Image,152,3666,396,244,198,24282,43331,46114,195,97,9.34,Real Madrid,45-54
P0533,Twitter,10/6/2023,19:54,Story,221,3601,88,51,150,53382,41377,44605,195,61,8.38,Real Madrid,45-54
P0534,YouTube,2/14/2023,22:37,Image,249,1317,242,107,19,18237,7643,7685,103,111,21.68,Pokhara,45-54
P0535,Instagram,9/26/2023,16:41,Video,54,4622,920,437,144,17444,25407,26683,11,89,22.41,Rasuwa,35-44
P0536,Twitter,9/22/2023,10:36,Reel,64,550,50,49,1,16635,27639,30627,255,34,2.12,Barcelona,45-54
P0537,YouTube,6/16/2023,8:15,Story,269,517,76,36,7,54986,6934,6942,188,135,9.06,Kathmandu,18-24
P0538,TikTok,9/4/2023,19:53,Story,111,389,31,28,5,3537,17853,19126,54,5,2.34,Kathmandu,18-24
P0539,Instagram,2/10/2023,13:45,Story,251,6648,340,641,267,36601,40360,43696,218,34,17.46,Rasuwa,45-54
P0540,TikTok,8/20/2023,11:23,Video,218,1395,89,100,2,50173,7265,7652,155,37,20.7,Barcelona,45-54
P0541,YouTube,4/26/2023,5:47,Text,241,4911,845,235,24,58499,44391,45201,10,15,13.25,Kathmandu,35-44
P0542,Instagram,1/20/2023,16:10,Story,135,2049,358,54,51,10112,20372,21136,120,81,11.64,Barcelona,45-54
P0543,Twitter,8/15/2023,16:58,Image,201,96,12,6,2,31880,8823,9276,121,125,1.23,Real Madrid,35-44
P0544,TikTok,4/18/2023,14:28,Image,66,8191,351,599,441,11076,42496,43516,240,140,21.01,Kathmandu,45-54
P0545,Instagram,7/7/2023,12:44,Story,233,196,23,16,4,22961,10759,10861,88,41,2.16,Pokhara,35-44
P0546,Instagram,6/23/2023,15:10,Reel,258,64,12,5,3,22309,9115,9443,222,128,0.86,Real Madrid,35-44
P0547,YouTube,9/1/2023,17:34,Text,108,2981,534,12,117,8724,27998,29590,38,7,11.92,Real Madrid,25-34
P0548,TikTok,1/1/2023,4:52,Text,274,5480,96,398,208,23481,32004,33340,283,90,17.92,Rasuwa,18-24
P0549,YouTube,4/18/2023,8:00,Story,271,3183,440,257,121,5073,44072,44327,337,106,8.75,Barcelona,25-34
P0550,YouTube,4/24/2023,22:00,Story,104,1129,219,9,2,58197,20465,22002,270,122,6.17,Barcelona,35-44
P0551,Twitter,9/4/2023,12:11,Image,135,877,11,31,46,26915,43290,47308,340,141,1.94,Rasuwa,25-34
P0552,Twitter,3/12/2023,17:20,Text,110,4910,533,202,311,55950,39290,43320,175,17,13.03,Rasuwa,45-54
P0553,YouTube,2/1/2023,3:12,Reel,90,5585,939,542,307,18225,34896,38695,271,18,18.26,Pokhara,18-24
P0554,YouTube,2/7/2023,6:14,Video,77,407,47,16,0,2928,23256,24618,43,19,1.91,Kathmandu,45-54
P0555,Instagram,9/25/2023,14:31,Text,69,7413,474,413,270,38344,45994,48823,94,22,17,Pokhara,45-54
P0556,Twitter,11/12/2023,0:42,Video,106,2292,248,173,11,48436,15091,16169,246,74,16.78,Rasuwa,18-24
P0557,Twitter,1/15/2023,12:43,Image,51,1831,28,138,51,37860,19084,20938,295,72,9.54,Barcelona,45-54
P0558,YouTube,9/27/2023,3:30,Video,248,1530,219,39,69,42962,19171,20484,232,51,8.73,Pokhara,25-34
P0559,Twitter,8/27/2023,1:36,Text,265,596,71,21,5,38846,3548,3697,113,13,18.61,Rasuwa,35-44
P0560,TikTok,5/28/2023,1:21,Video,171,1559,265,103,76,13478,25458,25699,173,42,7.5,Real Madrid,25-34
P0561,Instagram,8/25/2023,7:53,Image,163,425,59,13,2,57856,4321,4497,182,98,11.05,Real Madrid,25-34
P0562,YouTube,3/1/2023,19:56,Story,203,1256,248,17,83,29141,22590,23849,78,66,6.38,Kathmandu,45-54
P0563,YouTube,8/23/2023,14:19,Text,61,115,10,7,7,33499,8344,8356,343,25,1.58,Real Madrid,25-34
P0564,Twitter,2/7/2023,4:48,Image,194,3746,120,208,139,25429,35811,38083,205,73,10.7,Real Madrid,18-24
P0565,TikTok,10/3/2023,21:04,Story,244,5169,426,37,35,31003,38880,40169,348,91,14.02,Real Madrid,25-34
P0566,Twitter,6/18/2023,1:21,Story,182,1859,339,85,62,38043,12313,12922,106,8,17.67,Rasuwa,35-44
P0567,YouTube,1/25/2023,19:26,Story,211,8830,1765,167,553,21049,42880,47253,29,119,22.78,Barcelona,35-44
P0568,Twitter,9/13/2023,10:41,Video,242,7879,653,355,104,37084,45184,47281,144,148,18.8,Pokhara,25-34
P0569,YouTube,11/7/2023,8:37,Story,56,7106,1322,227,32,37178,45321,46927,169,60,18.44,Kathmandu,45-54
P0570,YouTube,5/10/2023,5:19,Story,246,4666,38,315,195,26368,24300,24945,20,150,20.12,Rasuwa,35-44
P0571,YouTube,4/30/2023,7:40,Text,188,1609,195,6,60,27999,17063,17509,184,48,10.34,Kathmandu,45-54
P0572,Instagram,11/27/2023,3:27,Text,105,763,128,59,26,1527,4123,4388,223,95,21.65,Barcelona,35-44
P0573,Instagram,10/13/2023,20:27,Video,60,3743,732,191,135,34277,26283,28355,288,134,16.46,Kathmandu,18-24
P0574,YouTube,3/27/2023,3:32,Video,231,5446,183,344,160,30262,44110,44481,187,84,13.43,Barcelona,35-44
P0575,Instagram,8/5/2023,15:15,Reel,149,8361,1353,571,288,55438,45044,49893,54,30,20.61,Pokhara,25-34
P0576,Instagram,5/19/2023,0:41,Video,245,61,12,6,4,9931,8472,9031,169,91,0.87,Pokhara,35-44
P0577,TikTok,9/2/2023,7:45,Story,253,1231,31,68,3,54432,41749,42948,120,30,3.1,Barcelona,35-44
P0578,YouTube,3/12/2023,7:15,Image,95,967,108,6,62,12515,7357,7963,77,146,13.58,Rasuwa,45-54
P0579,Twitter,1/3/2023,20:52,Video,145,645,60,58,16,30483,4721,5135,23,132,14.86,Real Madrid,35-44
P0580,Twitter,9/30/2023,8:00,Story,91,2358,469,167,80,15110,35765,38923,344,33,7.69,Rasuwa,35-44
P0581,TikTok,8/26/2023,20:38,Image,55,7105,661,89,166,6653,39940,42755,318,7,18.37,Pokhara,25-34
P0582,Instagram,5/7/2023,17:08,Reel,124,188,17,9,11,24300,28832,29186,187,106,0.73,Kathmandu,25-34
P0583,YouTube,7/21/2023,17:51,Text,162,3634,247,323,39,30978,43397,47183,82,130,8.91,Barcelona,35-44
P0584,Instagram,7/17/2023,17:53,Video,103,2441,468,131,59,41265,19585,20104,170,97,15.12,Real Madrid,35-44
P0585,TikTok,4/15/2023,10:12,Video,156,510,29,38,7,19198,9336,9427,185,121,6.12,Real Madrid,25-34
P0586,Twitter,1/4/2023,19:57,Video,217,660,118,16,32,35104,4725,4867,27,142,16.31,Kathmandu,18-24
P0587,YouTube,7/20/2023,22:32,Image,202,4699,731,332,35,6729,41094,42595,199,7,13.53,Barcelona,25-34
P0588,Twitter,2/13/2023,15:41,Reel,173,443,77,12,7,51256,3087,3293,126,20,16.16,Pokhara,35-44
P0589,TikTok,1/16/2023,15:55,Story,194,6893,304,118,129,40395,38211,38784,325,79,18.86,Rasuwa,25-34
P0590,TikTok,1/31/2023,8:14,Image,130,1778,329,100,91,25825,26271,28192,148,60,7.83,Pokhara,45-54
P0591,YouTube,4/11/2023,1:28,Image,267,376,19,24,5,18041,8098,8761,304,18,4.78,Rasuwa,35-44
P0592,Twitter,7/10/2023,14:03,Image,181,378,13,11,25,44056,43704,44564,158,145,0.9,Pokhara,35-44
P0593,Instagram,7/12/2023,3:08,Video,208,3836,726,235,73,21190,20400,20851,310,44,23.01,Pokhara,45-54
P0594,Instagram,5/31/2023,20:40,Reel,101,704,130,8,22,13925,24774,26056,186,150,3.23,Real Madrid,18-24
P0595,YouTube,5/24/2023,19:39,Image,68,3063,182,191,189,29433,18199,18459,37,118,18.61,Kathmandu,35-44
P0596,TikTok,11/15/2023,1:32,Text,125,2874,480,269,131,35171,26665,29611,127,36,12.24,Rasuwa,45-54
P0597,TikTok,7/27/2023,3:00,Text,241,1384,29,42,51,1146,37938,38543,37,34,3.78,Pokhara,18-24
P0598,Instagram,5/25/2023,17:09,Reel,169,855,47,12,35,10474,20548,20570,296,61,4.44,Rasuwa,25-34
P0599,YouTube,1/9/2023,4:07,Image,89,1668,82,29,70,29054,7784,8540,306,90,20.83,Rasuwa,18-24
P0600,YouTube,10/12/2023,20:55,Story,263,8589,621,640,365,19748,41452,43230,41,143,22.79,Real Madrid,18-24
P0601,TikTok,12/25/2023,11:16,Reel,197,2929,490,200,106,52979,25698,27978,151,39,12.94,Rasuwa,45-54
P0602,Instagram,6/28/2023,0:23,Story,271,5903,909,336,389,26769,39145,40595,87,60,17.61,Barcelona,35-44
P0603,YouTube,2/20/2023,12:15,Story,165,3385,370,203,46,9921,33344,34247,318,101,11.56,Kathmandu,18-24
P0604,Instagram,1/14/2023,1:37,Reel,253,6488,1145,86,149,38483,49277,49567,104,22,15.57,Real Madrid,35-44
P0605,TikTok,5/20/2023,15:54,Text,276,8337,592,652,178,56632,37906,41993,91,58,22.82,Real Madrid,25-34
P0606,YouTube,9/7/2023,19:36,Reel,194,1159,37,112,29,35942,5652,5845,209,111,22.38,Barcelona,35-44
P0607,YouTube,6/19/2023,20:43,Story,150,6707,848,59,279,52167,33658,34776,145,131,21.89,Pokhara,45-54
P0608,Twitter,7/22/2023,23:00,Image,81,1991,332,9,86,55187,16440,17894,211,118,13.03,Barcelona,25-34
P0609,TikTok,10/31/2023,4:37,Video,216,193,36,6,1,37642,34991,38327,66,26,0.61,Kathmandu,35-44
P0610,YouTube,5/24/2023,7:24,Video,52,686,68,65,4,34194,5238,5359,37,34,15.28,Pokhara,25-34
P0611,Twitter,11/10/2023,22:27,Text,76,3319,317,203,65,42149,38594,40844,347,32,9.4,Kathmandu,35-44
P0612,Twitter,6/19/2023,12:16,Reel,171,1330,119,95,20,49235,27012,27511,151,72,5.61,Pokhara,18-24
P0613,Twitter,3/7/2023,11:49,Image,172,1894,81,38,116,43969,18221,20109,123,31,10.01,Real Madrid,18-24
P0614,YouTube,3/10/2023,13:27,Reel,54,6230,349,406,6,41271,42678,45937,282,119,15.21,Kathmandu,18-24
P0615,Twitter,4/27/2023,21:54,Image,210,4347,24,118,275,31663,48001,48126,73,27,9.33,Real Madrid,18-24
P0616,Instagram,9/5/2023,1:21,Video,146,5827,638,66,271,42835,44290,45401,304,126,14.39,Kathmandu,18-24
P0617,TikTok,6/13/2023,1:16,Reel,102,5135,487,137,126,27442,42271,46880,136,25,12.28,Real Madrid,45-54
P0618,Instagram,5/29/2023,13:59,Image,234,6254,943,353,211,8781,37091,39815,162,135,18.96,Real Madrid,35-44
P0619,Instagram,1/11/2023,22:46,Image,126,3640,638,218,45,50234,41400,45330,120,142,9.92,Real Madrid,45-54
P0620,TikTok,8/12/2023,21:18,Image,81,1682,28,5,12,34420,36403,37906,65,148,4.52,Pokhara,35-44
P0621,YouTube,11/10/2023,17:54,Image,61,485,47,34,28,58220,12362,12704,197,8,4.46,Kathmandu,18-24
P0622,Twitter,11/14/2023,5:25,Video,130,472,78,31,26,47567,2885,2978,308,23,19.51,Barcelona,45-54
P0623,Instagram,3/8/2023,8:59,Reel,198,5604,164,110,264,38182,30782,32508,280,51,18.08,Rasuwa,35-44
P0624,TikTok,6/16/2023,4:47,Video,57,2026,169,67,52,31532,42992,43259,339,150,5.23,Rasuwa,18-24
P0625,YouTube,2/13/2023,0:15,Story,92,1549,217,63,50,19424,36973,37784,161,72,4.84,Real Madrid,35-44
P0626,YouTube,9/6/2023,21:50,Reel,184,6573,77,116,115,17150,43525,44874,346,140,15.08,Rasuwa,45-54
P0627,TikTok,11/2/2023,10:39,Text,177,1009,31,37,47,59546,6598,6819,318,125,15.79,Kathmandu,18-24
P0628,Twitter,4/26/2023,1:52,Text,104,1878,116,136,81,6317,15966,16344,66,34,13.03,Rasuwa,35-44
P0629,TikTok,9/4/2023,7:31,Story,81,105,10,10,0,57988,12551,13762,119,75,0.91,Pokhara,45-54
P0630,YouTube,10/25/2023,8:07,Video,176,1263,47,85,41,56717,9146,9732,294,14,14.33,Pokhara,18-24
P0631,YouTube,1/26/2023,11:56,Story,218,3810,44,38,76,26052,25000,26812,142,135,14.52,Kathmandu,25-34
P0632,Instagram,6/29/2023,13:55,Reel,207,1990,297,152,50,38591,14580,15242,216,99,16,Kathmandu,18-24
P0633,Instagram,10/10/2023,14:22,Image,276,2671,369,54,22,27076,35567,38932,77,104,7.95,Real Madrid,18-24
P0634,YouTube,6/2/2023,2:52,Text,229,1531,302,31,8,41375,25166,25505,221,93,7.31,Rasuwa,35-44
P0635,TikTok,5/11/2023,8:15,Reel,241,71,10,6,3,48921,3115,3249,59,6,2.68,Real Madrid,18-24
P0636,Instagram,8/7/2023,7:21,Story,96,3634,409,205,23,21558,18680,19102,315,80,22.24,Pokhara,35-44
P0637,Instagram,4/22/2023,14:08,Video,132,308,55,7,8,19574,1776,1907,335,118,19.4,Pokhara,45-54
P0638,YouTube,3/5/2023,1:24,Image,194,848,74,64,27,31369,34986,36570,229,69,2.7,Rasuwa,25-34
P0639,YouTube,10/12/2023,17:09,Image,76,1814,256,120,84,8885,33501,37153,36,133,5.89,Barcelona,18-24
P0640,YouTube,1/6/2023,8:07,Video,132,649,32,45,5,48958,3777,3986,141,71,18.21,Real Madrid,18-24
P0641,TikTok,8/18/2023,21:40,Story,273,6883,169,134,297,13137,45743,47902,206,13,15,Pokhara,35-44
P0642,Instagram,7/20/2023,9:19,Video,180,1788,200,167,57,48323,16256,16741,227,71,12.87,Kathmandu,18-24
P0643,YouTube,4/18/2023,23:36,Video,102,1202,217,45,0,45219,8623,8828,49,59,16.58,Barcelona,25-34
P0644,TikTok,12/9/2023,13:29,Story,224,886,33,31,9,36759,20497,21181,277,89,4.49,Rasuwa,18-24
P0645,Twitter,3/27/2023,22:02,Reel,151,2793,439,129,81,8890,38597,38762,112,32,8.67,Pokhara,25-34
P0646,YouTube,3/17/2023,13:41,Reel,172,4804,682,390,192,21951,27026,29906,249,122,19.65,Kathmandu,18-24
P0647,YouTube,3/19/2023,18:16,Text,213,667,131,35,24,47284,30255,31704,303,11,2.63,Barcelona,35-44
P0648,YouTube,11/5/2023,2:51,Image,113,2532,19,160,29,19872,22688,25144,348,77,10.78,Kathmandu,45-54
P0649,TikTok,3/15/2023,23:31,Video,75,1121,137,8,57,54776,16414,17346,277,110,7.3,Rasuwa,45-54
P0650,YouTube,7/29/2023,11:17,Story,238,85,12,8,3,15968,6456,6461,113,136,1.63,Pokhara,45-54
P0651,TikTok,5/2/2023,12:44,Video,132,3738,153,70,247,25092,22891,23295,179,129,17,Rasuwa,18-24
P0652,Instagram,11/26/2023,19:22,Story,79,6980,1192,425,37,31192,43630,46536,250,19,18.47,Kathmandu,45-54
P0653,TikTok,2/9/2023,12:00,Story,179,7678,156,728,311,31497,41682,42711,222,13,20.05,Kathmandu,18-24
P0654,Instagram,8/13/2023,7:33,Video,92,4024,625,102,28,58295,21321,21435,263,37,22.16,Kathmandu,35-44
P0655,Instagram,11/9/2023,13:39,Reel,111,2752,328,17,46,57227,23971,24133,263,104,12.83,Pokhara,25-34
P0656,TikTok,9/9/2023,19:04,Story,87,1120,11,30,8,16316,10499,11175,170,85,10.39,Barcelona,18-24
P0657,Instagram,10/20/2023,12:52,Video,154,4492,113,426,168,33506,45078,46457,51,88,10.83,Kathmandu,25-34
P0658,Instagram,5/21/2023,8:50,Story,242,563,15,10,6,10223,20069,20123,319,127,2.92,Pokhara,25-34
P0659,Instagram,8/13/2023,4:20,Story,56,5131,624,350,181,17402,42031,44267,32,68,13.79,Kathmandu,45-54
P0660,Instagram,8/29/2023,4:28,Text,223,4387,400,291,48,35034,37173,39143,300,82,12.97,Kathmandu,18-24
P0661,Instagram,12/13/2023,15:02,Image,222,917,108,74,38,25951,12873,13646,339,34,8.05,Real Madrid,35-44
P0662,Instagram,5/23/2023,14:58,Story,98,1861,363,186,119,17355,31969,32794,54,42,7.35,Barcelona,45-54
P0663,YouTube,12/29/2023,21:36,Reel,220,2879,325,286,143,44600,19325,20720,261,64,16.84,Kathmandu,45-54
P0664,Twitter,5/9/2023,0:35,Text,194,5535,710,234,256,56692,38915,39107,15,121,16.57,Rasuwa,25-34
P0665,YouTube,9/2/2023,8:12,Text,128,7585,673,208,156,37183,38500,39399,139,63,21.49,Real Madrid,18-24
P0666,Instagram,10/1/2023,0:36,Reel,219,496,30,49,10,33000,2677,2850,259,126,20.18,Kathmandu,45-54
P0667,YouTube,12/18/2023,20:15,Text,126,2585,501,69,4,36895,14024,14193,60,126,22.23,Kathmandu,18-24
P0668,Instagram,8/1/2023,6:03,Text,161,1364,45,71,84,19080,39655,43875,127,49,3.37,Kathmandu,25-34
P0669,Instagram,7/30/2023,8:25,Text,134,5162,567,474,235,50274,27782,28429,148,23,21.82,Pokhara,45-54
P0670,TikTok,9/3/2023,4:31,Video,191,55,10,5,1,20998,4762,4849,247,142,1.44,Rasuwa,45-54
P0671,Instagram,5/3/2023,11:21,Reel,77,4992,448,244,210,11251,40000,41121,87,18,13.82,Barcelona,25-34
P0672,Instagram,6/5/2023,22:04,Text,215,368,38,18,2,11141,6399,6814,100,114,6.22,Real Madrid,18-24
P0673,Instagram,2/12/2023,0:16,Reel,56,5926,850,323,43,49374,28082,30756,294,103,23.08,Rasuwa,45-54
P0674,Twitter,4/13/2023,7:30,Text,128,301,13,14,19,52054,20061,20505,237,93,1.6,Kathmandu,35-44
P0675,Twitter,8/8/2023,5:28,Story,265,6653,1127,661,288,53127,35947,37951,45,32,22.24,Pokhara,25-34
P0676,TikTok,7/12/2023,19:58,Story,52,3256,538,139,97,24690,23788,26277,204,83,14.97,Real Madrid,45-54
P0677,Twitter,8/4/2023,10:34,Image,255,2627,315,82,10,34190,31374,34269,151,75,8.82,Barcelona,18-24
